Costo1,Costo2,Topico,Quincena,TipoProducto,Conversion
0.124,0.339,4,6,7,Si
0.174,0.429,4,6,7,Si
0.201,0.191,5,7,7,Si
0.296,0.264,5,6,7,Si
0.008,0.126,5,7,7,Si
0.023,0.429,4,7,7,Si
0.251,0.358,4,6,7,Si
0.005,0.432,4,6,7,Si
0.115,0.328,5,6,7,Si
0.051,0.477,5,7,7,Si
0.194,0.411,4,6,7,Si
0,0.041,4,6,7,Si
0.201,0.167,5,7,7,Si
0.164,0.471,5,7,7,Si
0.163,0.499,4,6,7,Si
0.137,0.02,5,6,7,Si
0.306,0.462,4,6,7,Si
0.312,0.15,5,6,7,Si
0.002,0.173,5,7,7,Si
0.265,0.056,5,7,7,Si
0.208,0.42,4,6,7,Si
0.166,0.411,4,6,7,Si
0.071,0.458,4,7,7,Si
0.063,0.195,5,6,7,Si
0.27,0.072,5,7,7,Si
0.137,0.097,4,6,7,Si
0.268,0.262,5,6,7,Si
0.276,0.479,4,7,7,Si
0.081,0.114,5,6,7,Si
0.16,0.066,5,7,7,Si
0.281,0.135,4,6,7,Si
0.217,0.07,5,7,7,Si
0.155,0.197,4,7,7,Si
0.327,0.184,5,6,7,Si
0.296,0.353,5,6,7,Si
0.006,0.374,4,6,7,Si
0.06,0.148,4,7,7,Si
0.116,0.019,4,7,7,Si
0.305,0.346,4,7,7,Si
0.098,0.158,4,7,7,Si
0.272,0.092,5,7,7,Si
0.198,0.467,4,6,7,Si
0.121,0.257,4,7,7,Si
0.314,0.244,4,7,7,Si
0.297,0.082,5,7,7,Si
0.242,0.401,4,6,7,Si
0.185,0.385,5,7,7,Si
0.149,0.081,4,6,7,Si
0.005,0.15,5,7,7,Si
0.192,0.299,5,7,7,Si
0.08,0.328,4,7,7,Si
0.096,0.183,4,6,7,Si
0.331,0.217,5,6,7,Si
0.082,0.079,4,7,7,Si
0.237,0.245,5,6,7,Si
0.002,0.28,4,7,7,Si
0.298,0.467,5,6,7,Si
0.018,0.063,4,7,7,Si
0.25,0.428,5,7,7,Si
0.185,0.333,4,7,7,Si
0.058,0.185,4,7,7,Si
0.31,0.297,5,7,7,Si
0.235,0.115,4,7,7,Si
0.16,0.047,5,6,7,Si
0.193,0.229,4,6,7,Si
0.208,0.37,4,6,7,Si
0.027,0.259,5,6,7,Si
0.018,0.025,4,6,7,Si
0.293,0.054,5,7,7,Si
0.155,0.048,4,7,7,Si
0.28,0.465,5,6,7,Si
0.128,0.488,4,6,7,Si
0.068,0.443,4,6,7,Si
0.286,0.392,5,7,7,Si
0.005,0.288,4,7,7,Si
0.117,0.09,4,6,7,Si
0.16,0.364,5,6,7,Si
0.246,0.269,4,7,7,Si
0.015,0.009,5,7,7,Si
0.092,0.19,4,7,7,Si
0.279,0.228,4,6,7,Si
0.308,0.146,4,6,7,Si
0.069,0.097,5,7,7,Si
0.172,0.222,5,6,7,Si
0.187,0.446,4,6,7,Si
0.236,0.2,5,7,7,Si
0.223,0.237,4,6,7,Si
0.185,0.241,4,6,7,Si
0.311,0.103,4,7,7,Si
0.148,0.362,5,6,7,Si
0.121,0.124,5,6,7,Si
0.2,0.019,4,6,7,Si
0.084,0.042,5,7,7,Si
0.043,0.209,4,7,7,Si
0.191,0.466,5,6,7,Si
0.278,0.313,5,6,7,Si
0.122,0.164,4,7,7,Si
0.013,0.081,5,7,7,Si
0.253,0.083,4,7,7,Si
0.049,0.305,4,6,7,Si
0.225,0.28,4,6,7,Si
0.05,0.489,5,6,7,Si
0.035,0.03,4,7,7,Si
0.032,0.289,4,7,7,Si
0.079,0.274,4,6,7,Si
0.19,0.497,4,6,7,Si
0.33,0.27,5,6,7,Si
0.253,0.226,4,7,7,Si
0.315,0.489,4,7,7,Si
0.312,0.068,4,6,7,Si
0.041,0.06,4,7,7,Si
0.205,0.167,4,6,7,Si
0.223,0.444,4,6,7,Si
0.278,0.115,4,7,7,Si
0.185,0.332,4,6,7,Si
0.33,0.255,5,7,7,Si
0.085,0.495,5,7,7,Si
0.26,0.365,5,7,7,Si
0.165,0.115,5,6,7,Si
0.057,0.449,4,6,7,Si
0.032,0.151,4,7,7,Si
0.274,0.217,5,6,7,Si
0.086,0.008,5,6,7,Si
0.285,0.052,5,6,7,Si
0.16,0.08,4,6,7,Si
0.069,0.45,5,6,7,Si
0.301,0.014,5,6,7,Si
0.041,0.133,4,6,7,Si
0.263,0.485,5,6,7,Si
0.073,0.426,5,6,7,Si
0.064,0.041,4,6,7,Si
0.07,0.482,5,7,7,Si
0.134,0.32,4,7,7,Si
0.252,0.036,5,7,7,Si
0.182,0.293,4,7,7,Si
0.257,0.444,4,6,7,Si
0.03,0.198,4,7,7,Si
0.068,0.084,4,7,7,Si
0.158,0.477,5,6,7,Si
0.216,0.352,4,7,7,Si
0.266,0.438,5,6,7,Si
0.061,0.332,4,7,7,Si
0.179,0.409,5,6,7,Si
0.161,0.319,5,6,7,Si
0.128,0.04,5,7,7,Si
0.005,0.323,4,7,7,Si
0.019,0.079,4,7,7,Si
0.265,0.222,4,6,7,Si
0.143,0.235,4,7,7,Si
0.154,0.144,5,7,7,Si
0.185,0.093,5,7,7,Si
0.003,0.026,5,6,7,Si
0.041,0.495,5,7,7,Si
0.02,0.343,5,7,7,Si
0.293,0.403,4,6,7,Si
0.079,0.066,4,6,7,Si
0.294,0.105,5,7,7,Si
0.153,0.234,5,7,7,Si
0.095,0.038,5,7,7,Si
0.141,0.134,4,6,7,Si
0.302,0.329,4,6,7,Si
0.169,0.147,5,7,7,Si
0.304,0.113,5,6,7,Si
0.19,0.279,4,6,7,Si
0.16,0.051,5,6,7,Si
0.267,0.355,5,7,7,Si
0.237,0.227,5,6,7,Si
0.072,0.165,4,6,7,Si
0.306,0.293,4,7,7,Si
0.003,0.152,4,7,7,Si
0.318,0.197,4,7,7,Si
0.078,0.447,4,7,7,Si
0.124,0.186,4,6,7,Si
0.089,0.131,5,6,7,Si
0.18,0.234,4,7,7,Si
0.273,0.174,4,7,7,Si
0.266,0.32,4,7,7,Si
0.281,0.352,5,7,7,Si
0.088,0.095,5,6,7,Si
0.038,0.205,4,6,7,Si
0.19,0.26,5,6,7,Si
0.096,0.152,5,7,7,Si
0.059,0.039,5,7,7,Si
0.019,0.213,5,7,7,Si
0.249,0.409,5,6,7,Si
0.268,0.045,5,6,7,Si
0.192,0.201,4,7,7,Si
0.152,0.22,5,6,7,Si
0.296,0.206,4,7,7,Si
0.303,0.378,5,6,7,Si
0.142,0.39,5,7,7,Si
0.027,0.187,5,7,7,Si
0.07,0.449,4,7,7,Si
0.302,0.086,4,6,7,Si
0.279,0.466,4,6,7,Si
0.264,0.17,4,6,7,Si
0.215,0.123,5,6,7,Si
0.239,0.162,4,6,7,Si
0.044,0.421,4,7,7,Si
0.211,0.169,4,6,7,Si
0.114,0.317,4,7,7,Si
0.08,0.135,5,7,7,Si
0.252,0.212,4,7,7,Si
0.192,0.174,5,7,7,Si
0.011,0.393,4,6,7,Si
0.201,0.411,5,7,7,Si
0.231,0.088,4,7,7,Si
0.166,0.028,5,6,7,Si
0.076,0.155,5,6,7,Si
0.046,0.428,5,6,7,Si
0.141,0.171,5,6,7,Si
0.13,0.103,4,7,7,Si
0.196,0.239,5,6,7,Si
0.268,0.363,5,6,7,Si
0.022,0.01,4,6,7,Si
0.087,0.031,5,7,7,Si
0.311,0.403,5,7,7,Si
0.205,0.358,4,7,7,Si
0.291,0.331,4,7,7,Si
0.105,0.386,5,7,7,Si
0.159,0.004,4,6,7,Si
0.199,0.127,4,7,7,Si
0.086,0.022,5,6,7,Si
0.199,0.359,5,7,7,Si
0.217,0.081,5,7,7,Si
0.219,0.054,4,6,7,Si
0.312,0.429,4,6,7,Si
0.199,0.198,4,7,7,Si
0.113,0.458,4,6,7,Si
0.266,0.023,5,7,7,Si
0.131,0.497,4,6,7,Si
0.14,0.163,5,7,7,Si
0.097,0.434,4,6,7,Si
0.048,0.306,5,6,7,Si
0.159,0.21,4,7,7,Si
0.018,0.476,4,7,7,Si
0.023,0.371,5,6,7,Si
0.239,0.099,5,7,7,Si
0.022,0.457,5,7,7,Si
0.27,0.444,5,7,7,Si
0.318,0.353,5,6,7,Si
0.19,0.154,5,6,7,Si
0.008,0.418,5,7,7,Si
0.232,0.386,4,7,7,Si
0.197,0.009,4,6,7,Si
0.168,0.065,4,7,7,Si
0.326,0.04,4,7,7,Si
0.252,0.1,5,7,7,Si
0.275,0.17,4,7,7,Si
0.031,0.083,4,7,7,Si
0.171,0.097,5,7,7,Si
0.173,0.275,4,7,7,Si
0.187,0.351,4,7,7,Si
0.133,0.177,5,6,7,Si
0.287,0.001,5,6,7,Si
0.18,0.403,5,6,7,Si
0.185,0.223,5,6,7,Si
0.18,0.13,4,6,7,Si
0.011,0.293,4,6,7,Si
0.28,0.18,4,7,7,Si
0.048,0.152,4,7,7,Si
0.27,0.023,4,6,7,Si
0.109,0.245,4,7,7,Si
0.177,0.406,5,6,7,Si
0.308,0.173,5,7,7,Si
0.232,0.151,5,6,7,Si
0.251,0.438,4,7,7,Si
0.126,0.436,4,6,7,Si
0.193,0.21,4,7,7,Si
0.126,0.142,5,6,7,Si
0.331,0.398,4,6,7,Si
0.244,0.008,4,6,7,Si
0.042,0.484,4,7,7,Si
0.321,0.232,4,7,7,Si
0.305,0.319,5,7,7,Si
0.32,0.011,4,7,7,Si
0.119,0.29,4,6,7,Si
0.035,0.182,5,6,7,Si
0.329,0.264,5,6,7,Si
0.15,0.065,4,6,7,Si
0.321,0.281,4,6,7,Si
0.16,0.264,4,7,7,Si
0.1,0.154,4,7,7,Si
0.137,0.201,4,6,7,Si
0.114,0.118,5,6,7,Si
0.001,0.103,4,7,7,Si
0.251,0.296,5,7,7,Si
0.293,0.04,5,6,7,Si
0.315,0.325,4,7,7,Si
0.044,0.371,5,6,7,Si
0.183,0.111,4,6,7,Si
0.261,0.096,4,6,7,Si
0.331,0.416,5,6,7,Si
0.239,0.244,4,7,7,Si
0.185,0.486,4,7,7,Si
0.148,0.166,5,7,7,Si
0.15,0.182,5,7,7,Si
0.156,0.45,5,7,7,Si
0.034,0.112,5,7,7,Si
0.322,0.426,5,7,7,Si
0.264,0.383,4,7,7,Si
0.2,0.062,4,7,7,Si
0.322,0.207,4,6,7,Si
0.05,0.253,4,7,7,Si
0.306,0.466,5,7,7,Si
0.326,0.152,5,7,7,Si
0.045,0.009,4,6,7,Si
0.301,0.242,5,6,7,Si
0.223,0.245,4,6,7,Si
0.313,0.113,4,6,7,Si
0.254,0.107,4,6,7,Si
0.302,0.033,5,7,7,Si
0.038,0.054,5,6,7,Si
0.152,0.01,4,7,7,Si
0.018,0.165,5,6,7,Si
0.304,0.307,4,7,7,Si
0.123,0.174,4,6,7,Si
0.19,0.017,4,7,7,Si
0.159,0.134,5,6,7,Si
0.204,0.487,4,7,7,Si
0.041,0.438,5,7,7,Si
0.026,0.006,4,7,7,Si
0.066,0.037,5,7,7,Si
0.158,0.219,4,6,7,Si
0.25,0.238,5,6,7,Si
0.188,0.47,4,6,7,Si
0.022,0.342,5,7,7,Si
0.114,0.492,5,6,7,Si
0.025,0.263,4,6,7,Si
0.158,0.438,5,7,7,Si
0.252,0.328,4,7,7,Si
0.32,0.039,5,6,7,Si
0.249,0.498,4,7,7,Si
0.319,0.325,5,7,7,Si
0.193,0.389,5,6,7,Si
0.011,0.424,5,7,7,Si
0.109,0.255,5,6,7,Si
0.13,0.095,5,6,7,Si
0.18,0.49,5,7,7,Si
0.13,0.428,5,6,7,Si
0.095,0.211,5,7,7,Si
0.024,0.209,4,7,7,Si
0.25,0.118,4,6,7,Si
0.128,0.46,4,6,7,Si
0.233,0.08,5,6,7,Si
0.328,0.377,5,7,7,Si
0.331,0.069,5,7,7,Si
0.111,0.311,4,6,7,Si
0.195,0.19,4,6,7,Si
0.155,0.014,4,6,7,Si
0.216,0.097,5,6,7,Si
0.25,0.315,5,6,7,Si
0.283,0.467,5,7,7,Si
0.173,0.5,5,7,7,Si
0.024,0.405,4,6,7,Si
0.329,0.397,5,7,7,Si
0.246,0.188,5,6,7,Si
0.253,0.034,5,7,7,Si
0.322,0.454,4,6,7,Si
0.133,0.224,5,7,7,Si
0.17,0.208,5,7,7,Si
0.011,0.203,5,7,7,Si
0.288,0.341,5,7,7,Si
0.018,0.057,4,7,7,Si
0.189,0.169,4,6,7,Si
0.148,0.245,4,6,7,Si
0.324,0.304,4,6,7,Si
0.096,0.162,5,7,7,Si
0.229,0.222,4,7,7,Si
0.259,0.011,5,6,7,Si
0.13,0.129,4,6,7,Si
0.153,0.194,5,6,7,Si
0.01,0.329,4,6,7,Si
0.054,0.201,5,6,7,Si
0.11,0.144,4,6,7,Si
0.244,0.262,5,7,7,Si
0.013,0.126,4,6,7,Si
0.19,0.113,5,7,7,Si
0.093,0.075,5,6,7,Si
0.045,0.228,4,6,7,Si
0.332,0.364,5,7,7,Si
0.005,0.241,4,6,7,Si
0.211,0.411,4,6,7,Si
0.111,0.093,4,7,7,Si
0.231,0.31,4,6,7,Si
0.221,0.406,4,7,7,Si
0.101,0.487,5,6,7,Si
0.236,0.179,5,6,7,Si
0.248,0.315,5,7,7,Si
0.236,0.406,4,7,7,Si
0.316,0.172,5,6,7,Si
0.134,0.498,5,6,7,Si
0.304,0.425,5,7,7,Si
0.06,0.156,4,7,7,Si
0.003,0.113,5,6,7,Si
0.225,0.039,4,6,7,Si
0.088,0.361,5,7,7,Si
0.064,0.327,4,6,7,Si
0.205,0.44,5,6,7,Si
0.3,0.098,4,6,7,Si
0.092,0.448,4,6,7,Si
0.331,0.431,5,7,7,Si
0.094,0.088,4,7,7,Si
0.043,0.4,5,6,7,Si
0.168,0.092,5,6,7,Si
0.025,0.21,5,7,7,Si
0.302,0.244,4,7,7,Si
0.116,0.246,5,7,7,Si
0.145,0.449,5,7,7,Si
0.043,0.381,4,6,7,Si
0.186,0.218,5,6,7,Si
0.12,0.464,5,6,7,Si
0.236,0.035,5,6,7,Si
0.293,0.464,5,6,7,Si
0.046,0.412,5,7,7,Si
0.28,0.104,5,7,7,Si
0.14,0.074,4,7,7,Si
0.221,0.184,5,6,7,Si
0.288,0.238,5,7,7,Si
0.022,0.449,4,6,7,Si
0.292,0.1,5,7,7,Si
0.21,0.302,5,6,7,Si
0.116,0.378,4,7,7,Si
0.018,0.028,5,7,7,Si
0.268,0.177,4,6,7,Si
0.027,0.487,4,6,7,Si
0.018,0.334,5,7,7,Si
0.141,0.13,5,7,7,Si
0.17,0.078,5,6,7,Si
0.05,0.19,5,7,7,Si
0.166,0.236,5,6,7,Si
0.065,0.135,5,6,7,Si
0.23,0.362,4,6,7,Si
0.186,0.439,5,6,7,Si
0.301,0.073,4,7,7,Si
0.131,0.415,5,6,7,Si
0.182,0.149,4,7,7,Si
0.034,0.399,5,6,7,Si
0.124,0.407,5,7,7,Si
0.147,0.411,5,6,7,Si
0.323,0.155,4,7,7,Si
0.12,0.142,4,6,7,Si
0.312,0.436,5,7,7,Si
0.117,0.295,5,7,7,Si
0.16,0.237,4,6,7,Si
0.139,0.321,5,6,7,Si
0.118,0.127,5,7,7,Si
0.187,0.017,5,7,7,Si
0.076,0.08,5,6,7,Si
0.182,0.047,4,7,7,Si
0.101,0.033,5,6,7,Si
0.073,0.193,4,6,7,Si
0.296,0.259,4,6,7,Si
0.322,0.442,5,6,7,Si
0.109,0.348,4,7,7,Si
0.248,0.217,4,7,7,Si
0.052,0.164,4,6,7,Si
0.312,0.183,5,7,7,Si
0.255,0.29,5,6,7,Si
0.013,0.084,5,7,7,Si
0.326,0.232,5,7,7,Si
0.18,0.301,5,7,7,Si
0.247,0.43,4,7,7,Si
0.203,0.224,4,6,7,Si
0.196,0.05,5,7,7,Si
0.129,0.212,4,7,7,Si
0.133,0.169,4,7,7,Si
0.097,0.17,4,7,7,Si
0.311,0.093,5,6,7,Si
0.283,0.149,5,7,7,Si
0.318,0.115,5,6,7,Si
0.105,0.208,5,7,7,Si
0.168,0.12,4,7,7,Si
0.223,0.34,5,7,7,Si
0.031,0.458,4,7,7,Si
0.218,0.394,4,7,7,Si
0.22,0.365,4,6,7,Si
0.313,0.338,4,6,7,Si
0.19,0.482,4,7,7,Si
0.023,0.245,5,6,7,Si
0.121,0.28,4,7,7,Si
0.294,0.043,4,6,7,Si
0.083,0.14,5,6,7,Si
0.295,0.46,4,7,7,Si
0.003,0.066,4,7,7,Si
0.033,0.029,5,6,7,Si
0.033,0.327,5,6,7,Si
0.051,0.279,4,7,7,Si
0.316,0.206,4,7,7,Si
0.185,0.314,5,6,7,Si
0.032,0.5,5,7,7,Si
0.031,0.271,5,6,7,Si
0.232,0.491,4,6,7,Si
0.322,0.369,5,7,7,Si
0.023,0.285,4,6,7,Si
0.214,0.11,4,6,7,Si
0.1,0.16,4,7,7,Si
0.037,0.403,4,6,7,Si
0.134,0.223,5,6,7,Si
0.309,0.368,4,7,7,Si
0.013,0.257,5,7,7,Si
0.26,0.476,5,7,7,Si
0.309,0.401,4,7,7,Si
0.105,0.311,5,6,7,Si
0.089,0.471,4,6,7,Si
0.135,0.222,4,7,7,Si
0.109,0.023,5,6,7,Si
0.283,0.048,4,7,7,Si
0.308,0.426,5,7,7,Si
0.075,0.307,5,6,7,Si
0.183,0.185,5,7,7,Si
0.208,0.332,5,6,7,Si
0.035,0.356,4,6,7,Si
0.21,0.344,5,6,7,Si
0.265,0.016,4,7,7,Si
0.208,0.135,4,6,7,Si
0.248,0.317,5,6,7,Si
0.104,0.243,5,7,7,Si
0.276,0.315,4,6,7,Si
0.064,0.462,5,6,7,Si
0.13,0.111,5,7,7,Si
0.077,0.407,5,7,7,Si
0.117,0.13,4,6,7,Si
0.197,0.453,4,7,7,Si
0.069,0.238,5,7,7,Si
0.2,0.168,5,6,7,Si
0.183,0.154,5,6,7,Si
0.247,0.481,4,7,7,Si
0.22,0.248,4,6,7,Si
0.225,0.426,5,7,7,Si
0.078,0.267,4,7,7,Si
0.151,0.215,5,6,7,Si
0.262,0.05,5,7,7,Si
0.261,0.28,4,6,7,Si
0.048,0.034,4,6,7,Si
0.19,0.038,4,7,7,Si
0.075,0.044,4,6,7,Si
0.019,0.207,5,7,7,Si
0.014,0.395,4,7,7,Si
0.127,0.23,5,6,7,Si
0.221,0.126,5,7,7,Si
0.286,0.116,4,7,7,Si
0.138,0.324,5,7,7,Si
0.154,0.388,4,6,7,Si
0.207,0.158,4,6,7,Si
0.162,0.067,5,6,7,Si
0.128,0.423,5,7,7,Si
0.299,0.013,5,7,7,Si
0.096,0.058,4,6,7,Si
0.226,0.414,4,7,7,Si
0.019,0.166,4,6,7,Si
0.309,0.329,4,6,7,Si
0.243,0.424,5,7,7,Si
0.068,0.323,4,6,7,Si
0.128,0.041,5,7,7,Si
0.183,0.189,4,7,7,Si
0.02,0.106,5,7,7,Si
0.25,0.182,4,6,7,Si
0.315,0.269,5,6,7,Si
0.231,0.336,4,7,7,Si
0.092,0.064,4,7,7,Si
0.011,0.292,4,6,7,Si
0.141,0.331,5,7,7,Si
0.227,0.07,5,7,7,Si
0.243,0.352,5,6,7,Si
0.202,0.204,5,7,7,Si
0.156,0.15,4,6,7,Si
0.07,0.41,4,6,7,Si
0.114,0.393,5,7,7,Si
0.044,0.427,5,6,7,Si
0.064,0.255,4,6,7,Si
0.17,0.093,5,7,7,Si
0.224,0.477,5,7,7,Si
0.297,0.263,5,7,7,Si
0.19,0.275,4,7,7,Si
0.324,0.169,5,7,7,Si
0.302,0.247,4,7,7,Si
0.059,0.151,5,6,7,Si
0.077,0.341,5,7,7,Si
0.321,0.471,4,6,7,Si
0.221,0.026,5,6,7,Si
0.153,0.331,4,7,7,Si
0.17,0.015,5,6,7,Si
0.235,0.383,5,7,7,Si
0.121,0.483,5,7,7,Si
0.305,0.069,4,6,7,Si
0.084,0.381,5,6,7,Si
0.088,0.107,5,7,7,Si
0.031,0.19,5,7,7,Si
0.27,0.438,5,7,7,Si
0.229,0.483,4,6,7,Si
0.186,0.117,4,7,7,Si
0.306,0.017,4,7,7,Si
0.141,0.384,4,6,7,Si
0.223,0.043,5,7,7,Si
0.162,0.204,5,6,7,Si
0.054,0.167,5,7,7,Si
0.312,0.112,5,7,7,Si
0.058,0.055,5,6,7,Si
0.241,0.035,4,7,7,Si
0.099,0.329,4,7,7,Si
0.022,0.034,5,6,7,Si
0.204,0.017,5,6,7,Si
0.101,0.078,5,7,7,Si
0.28,0.467,4,7,7,Si
0.028,0.338,4,7,7,Si
0.207,0.044,4,6,7,Si
0.1,0.081,5,7,7,Si
0.288,0.282,5,7,7,Si
0.113,0.345,5,7,7,Si
0.121,0.344,5,6,7,Si
0.262,0.195,5,7,7,Si
0.299,0.296,4,7,7,Si
0.172,0.094,5,7,7,Si
0.162,0.247,5,7,7,Si
0.031,0.065,4,7,7,Si
0.321,0.102,5,6,7,Si
0.088,0.314,4,7,7,Si
0.319,0.39,4,7,7,Si
0.16,0.019,4,7,7,Si
0.258,0.057,4,6,7,Si
0.151,0.217,4,7,7,Si
0.152,0.053,4,7,7,Si
0.26,0.133,5,7,7,Si
0.199,0.306,5,6,7,Si
0.281,0.454,4,7,7,Si
0.187,0.378,4,7,7,Si
0.126,0.47,5,6,7,Si
0.259,0.327,4,7,7,Si
0.04,0.482,5,7,7,Si
0.328,0.321,4,7,7,Si
0.033,0.253,4,6,7,Si
0.204,0.169,5,7,7,Si
0.102,0.173,5,7,7,Si
0.26,0.29,4,7,7,Si
0.257,0.472,4,6,7,Si
0.146,0.099,5,6,7,Si
0.307,0.066,4,6,7,Si
0.247,0.046,5,7,7,Si
0.189,0.385,4,6,7,Si
0.016,0.174,4,7,7,Si
0.159,0.35,4,6,7,Si
0.291,0.019,5,7,7,Si
0.134,0.37,5,6,7,Si
0.295,0.085,4,7,7,Si
0.079,0.308,5,6,7,Si
0.201,0.344,5,6,7,Si
0.037,0.381,5,6,7,Si
0.24,0.373,4,6,7,Si
0.067,0.217,4,7,7,Si
0.112,0.493,5,6,7,Si
0.137,0.489,5,6,7,Si
0.204,0.184,4,6,7,Si
0.328,0.405,4,7,7,Si
0.086,0.398,5,7,7,Si
0.126,0.316,4,7,7,Si
0.082,0.198,4,7,7,Si
0.161,0.181,5,7,7,Si
0.043,0.161,5,7,7,Si
0.286,0.49,4,7,7,Si
0.136,0.163,4,7,7,Si
0.084,0.02,5,6,7,Si
0.282,0.393,5,7,7,Si
0.065,0.244,5,6,7,Si
0.037,0.406,5,6,7,Si
0.134,0.074,5,7,7,Si
0.094,0.065,5,6,7,Si
0.063,0.134,5,6,7,Si
0.319,0.202,5,6,7,Si
0.325,0.218,5,7,7,Si
0.284,0.123,5,7,7,Si
0.076,0.273,5,7,7,Si
0.088,0.37,4,7,7,Si
0.075,0.009,5,6,7,Si
0.326,0.249,4,7,7,Si
0.1,0.133,5,6,7,Si
0.083,0.336,5,7,7,Si
0.254,0.221,5,6,7,Si
0.104,0.234,4,7,7,Si
0.188,0.216,4,6,7,Si
0.152,0.402,4,6,7,Si
0.303,0.119,4,7,7,Si
0.054,0.473,4,6,7,Si
0.173,0.198,5,7,7,Si
0.069,0.456,5,7,7,Si
0.3,0.421,4,6,7,Si
0.236,0.303,4,7,7,Si
0.162,0.222,4,6,7,Si
0.297,0.146,4,6,7,Si
0.265,0.085,5,7,7,Si
0.063,0.309,5,7,7,Si
0.114,0.201,4,6,7,Si
0.22,0.119,5,6,7,Si
0.107,0.09,5,7,7,Si
0.151,0.34,4,7,7,Si
0.031,0.41,5,7,7,Si
0.278,0.048,4,7,7,Si
0.181,0.365,4,6,7,Si
0.323,0.006,5,6,7,Si
0.075,0.247,4,6,7,Si
0.081,0.272,4,6,7,Si
0.105,0.339,5,6,7,Si
0.144,0.243,4,7,7,Si
0.196,0.466,5,6,7,Si
0.277,0.436,4,6,7,Si
0.237,0.097,5,7,7,Si
0.041,0.16,5,6,7,Si
0.326,0.05,4,6,7,Si
0.005,0.328,5,6,7,Si
0.161,0.338,5,7,7,Si
0.264,0.159,5,6,7,Si
0.177,0.025,5,6,7,Si
0.164,0.157,4,6,7,Si
0.124,0.055,4,6,7,Si
0.06,0.472,5,6,7,Si
0.19,0.118,5,7,7,Si
0.111,0.155,4,7,7,Si
0.306,0.403,5,7,7,Si
0.14,0.251,4,6,7,Si
0.141,0.066,4,6,7,Si
0.293,0.073,5,6,7,Si
0.002,0.371,4,6,7,Si
0.286,0.003,4,6,7,Si
0.28,0.063,5,7,7,Si
0.315,0.169,5,7,7,Si
0.061,0.055,5,7,7,Si
0.187,0.265,5,7,7,Si
0.312,0.373,4,7,7,Si
0.161,0.435,5,6,7,Si
0.092,0.053,5,6,7,Si
0.282,0.061,5,7,7,Si
0.311,0.045,4,7,7,Si
0.161,0.263,4,6,7,Si
0.102,0.413,4,6,7,Si
0.107,0.296,4,7,7,Si
0.062,0.357,5,7,7,Si
0.327,0.488,4,7,7,Si
0.032,0.201,5,6,7,Si
0.306,0.469,5,7,7,Si
0.252,0.06,5,6,7,Si
0.255,0.355,5,6,7,Si
0.326,0.242,4,6,7,Si
0.053,0.418,5,6,7,Si
0.313,0.459,5,6,7,Si
0.215,0.099,4,6,7,Si
0.328,0.285,4,7,7,Si
0.3,0.259,4,7,7,Si
0.332,0.219,4,6,7,Si
0.229,0.432,4,6,7,Si
0.259,0.28,4,7,7,Si
0.319,0.289,5,7,7,Si
0.113,0.412,5,6,7,Si
0.244,0.031,4,7,7,Si
0.228,0.023,4,6,7,Si
0.194,0.329,5,6,7,Si
0.099,0.404,4,7,7,Si
0.201,0.479,5,6,7,Si
0.111,0.3,5,7,7,Si
0.047,0.447,4,6,7,Si
0.072,0.489,4,7,7,Si
0.3,0.381,4,6,7,Si
0.125,0.229,4,6,7,Si
0.18,0.376,4,7,7,Si
0.195,0.412,5,7,7,Si
0.001,0.108,4,6,7,Si
0.312,0.174,5,6,7,Si
0.169,0.39,4,6,7,Si
0.075,0.192,4,6,7,Si
0.31,0.057,5,6,7,Si
0.091,0.385,4,6,7,Si
0.191,0.312,4,6,7,Si
0.03,0.07,4,7,7,Si
0.293,0.106,4,6,7,Si
0.284,0.405,4,7,7,Si
0.084,0.029,5,7,7,Si
0.011,0.448,5,6,7,Si
0.269,0.061,4,7,7,Si
0.154,0.241,5,7,7,Si
0.179,0.443,4,6,7,Si
0.12,0.131,5,7,7,Si
0.195,0.104,4,6,7,Si
0.167,0.274,4,7,7,Si
0.32,0.051,5,6,7,Si
0.282,0.038,5,6,7,Si
0.112,0.295,5,6,7,Si
0.204,0.498,4,6,7,Si
0.034,0.375,4,6,7,Si
0.119,0.084,5,6,7,Si
0.283,0.416,5,6,7,Si
0.113,0.138,5,7,7,Si
0.298,0.408,4,6,7,Si
0.129,0.389,4,7,7,Si
0.231,0.093,5,7,7,Si
0.25,0.182,5,7,7,Si
0.215,0.464,5,7,7,Si
0.125,0.108,4,6,7,Si
0.242,0.193,5,6,7,Si
0.257,0.347,5,6,7,Si
0.107,0.294,4,6,7,Si
0.007,0.143,5,6,7,Si
0.096,0.136,5,7,7,Si
0.004,0.393,4,7,7,Si
0.007,0.242,4,7,7,Si
0.27,0.012,5,6,7,Si
0.206,0.091,5,6,7,Si
0.067,0.133,5,6,7,Si
0.157,0.231,4,7,7,Si
0.14,0.322,5,6,7,Si
0.174,0.125,4,6,7,Si
0.184,0.049,5,6,7,Si
0.25,0.241,4,7,7,Si
0.17,0.451,4,6,7,Si
0.097,0.045,5,6,7,Si
0.25,0.445,4,6,7,Si
0.227,0.413,5,7,7,Si
0.014,0.079,4,7,7,Si
0.228,0.328,5,6,7,Si
0.162,0.21,4,6,7,Si
0.127,0.274,5,6,7,Si
0.237,0.206,4,7,7,Si
0.214,0.15,5,6,7,Si
